timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1681289495447,820,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-90,text,true,,1684,220,58,58,https://jira-9.aandd.io/rest/api/2/attachment/10102,820,0,101
1681289495440,827,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-45,text,true,,10989,215,58,58,https://jira-9.aandd.io/rest/api/2/issue/10301,827,0,0
1681289495440,827,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-45,text,true,,10989,215,58,58,https://jira-9.aandd.io/rest/api/2/issue/10301,827,0,0
1681289495440,837,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-49,text,true,,10992,215,57,57,https://jira-9.aandd.io/rest/api/2/issue/10301,837,0,0
1681289495440,837,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-49,text,true,,10992,215,57,57,https://jira-9.aandd.io/rest/api/2/issue/10301,837,0,0
1681289495468,814,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-41,text,true,,10985,215,56,56,https://jira-9.aandd.io/rest/api/2/issue/10301,814,0,0
1681289495468,814,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-41,text,true,,10985,215,56,56,https://jira-9.aandd.io/rest/api/2/issue/10301,814,0,0
1681289495290,1002,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-42,text,true,,10990,215,55,55,https://jira-9.aandd.io/rest/api/2/issue/10301,1002,0,0
1681289495290,1002,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-42,text,true,,10990,215,55,55,https://jira-9.aandd.io/rest/api/2/issue/10301,1002,0,0
1681289495471,828,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-51,text,true,,10988,215,54,54,https://jira-9.aandd.io/rest/api/2/issue/10301,828,0,0
1681289495471,828,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-51,text,true,,10988,215,54,54,https://jira-9.aandd.io/rest/api/2/issue/10301,828,0,0
1681289495258,1048,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-29,text,true,,10991,215,53,53,https://jira-9.aandd.io/rest/api/2/issue/10301,1048,0,0
1681289495258,1048,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-29,text,true,,10991,215,53,53,https://jira-9.aandd.io/rest/api/2/issue/10301,1048,0,0
1681289495288,1029,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-44,text,true,,10989,215,52,52,https://jira-9.aandd.io/rest/api/2/issue/10301,1029,0,0
1681289495288,1029,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-44,text,true,,10989,215,52,52,https://jira-9.aandd.io/rest/api/2/issue/10301,1029,0,0
1681289495290,1032,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-74,text,true,,1683,220,51,51,https://jira-9.aandd.io/rest/api/2/attachment/10102,1032,0,246
1681289495290,1032,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-74,text,true,,1683,220,51,51,https://jira-9.aandd.io/rest/api/2/attachment/10102,1032,0,246
1681289495540,785,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-100,text,true,,1683,220,51,51,https://jira-9.aandd.io/rest/api/2/attachment/10102,785,0,233
1681289495540,785,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-100,text,true,,1683,220,51,51,https://jira-9.aandd.io/rest/api/2/attachment/10102,785,0,233
1681289495315,1018,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-76,text,true,,1690,220,51,51,https://jira-9.aandd.io/rest/api/2/attachment/10102,1018,0,242
1681289495315,1018,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-76,text,true,,1690,220,51,51,https://jira-9.aandd.io/rest/api/2/attachment/10102,1018,0,242
1681289495468,1024,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-52,text,true,,10990,215,51,51,https://jira-9.aandd.io/rest/api/2/issue/10301,1024,0,0
1681289495468,1024,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-52,text,true,,10990,215,51,51,https://jira-9.aandd.io/rest/api/2/issue/10301,1024,0,0
1681289495522,976,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-98,text,true,,1683,220,50,50,https://jira-9.aandd.io/rest/api/2/attachment/10102,975,0,202
1681289495522,976,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-98,text,true,,1683,220,50,50,https://jira-9.aandd.io/rest/api/2/attachment/10102,975,0,202
1681289495350,1148,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-80,text,true,,1684,220,50,50,https://jira-9.aandd.io/rest/api/2/attachment/10102,1148,0,215
1681289495350,1148,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-80,text,true,,1684,220,50,50,https://jira-9.aandd.io/rest/api/2/attachment/10102,1148,0,215
1681289495534,964,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-99,text,true,,1684,220,50,50,https://jira-9.aandd.io/rest/api/2/attachment/10102,964,0,236
1681289495534,964,HTTP Request Get Attachment,200,,Thread Group Login And View Detail 1-99,text,true,,1684,220,50,50,https://jira-9.aandd.io/rest/api/2/attachment/10102,964,0,236
1681289495536,974,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-50,text,true,,10988,215,50,50,https://jira-9.aandd.io/rest/api/2/issue/10301,974,0,0
1681289495536,974,HTTP Request Get Issue,200,,Thread Group Login And View Detail 1-50,text,true,,10988,215,50,50,https://jira-9.aandd.io/rest/api/2/issue/10301,974,0,0
